IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,4.21
47.238.245.170,443,443,true,HKG,Asia Pacific,Hong Kong,51,4.20
47.238.245.170,443,443,true,HKG,Asia Pacific,Hong Kong,56,4.19
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,12,4.19
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,4.19
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,4.18
8.219.4.122,8443,8443,true,SIN,Asia Pacific,Singapore,24,4.18
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,84,4.18
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,4.17
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,37,4.15
47.243.206.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,4.14
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,29,4.14
8.218.74.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,4.13
47.245.33.33,443,443,true,NRT,Asia Pacific,Tokyo,71,4.13
8.218.48.92,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,4.13
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,12,4.13
8.219.87.30,2053,2053,true,SIN,Asia Pacific,Singapore,129,4.11
47.236.10.100,2087,2087,true,SIN,Asia Pacific,Singapore,42,4.11
47.245.33.33,443,443,true,NRT,Asia Pacific,Tokyo,127,4.11
47.237.8.82,2053,2053,true,SIN,Asia Pacific,Singapore,66,4.11
8.219.103.65,2053,2053,true,SIN,Asia Pacific,Singapore,67,4.10
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,4.10
8.219.237.250,443,443,true,SIN,Asia Pacific,Singapore,138,4.10
8.219.51.211,2053,2053,true,SIN,Asia Pacific,Singapore,68,4.08
47.237.81.112,2087,2087,true,SIN,Asia Pacific,Singapore,77,4.08
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,4.07
47.237.14.220,8443,8443,true,SIN,Asia Pacific,Singapore,64,4.07
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,113,4.05
8.222.191.138,2053,2053,true,SIN,Asia Pacific,Singapore,88,4.05
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,59,4.05
47.237.11.182,2087,2087,true,SIN,Asia Pacific,Singapore,57,4.05
47.236.9.152,2096,2096,true,SIN,Asia Pacific,Singapore,50,4.05
8.218.74.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,4.04
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,27,4.04
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,4.03
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,102,4.02
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,40,4.02
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,53,4.02
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,69,4.02
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,50,3.99
8.219.198.139,443,443,true,SIN,Asia Pacific,Singapore,241,3.98
47.236.149.107,8443,8443,true,SIN,Asia Pacific,Singapore,75,3.98
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,3.97
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,130,3.96
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,3.96
47.76.37.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,3.96
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,166,3.95
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,3.95
8.219.201.8,2096,2096,true,SIN,Asia Pacific,Singapore,212,3.94
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,3.93
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,45,3.92
8.218.22.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,3.91
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,67,3.91
47.237.11.182,2087,2087,true,SIN,Asia Pacific,Singapore,157,3.91
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,34,3.89
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,130,3.89
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,96,3.89
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,75,3.87
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,72,3.87
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,3.86
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,91,3.85
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,3.81
8.219.191.40,2096,2096,true,SIN,Asia Pacific,Singapore,175,3.81
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,69,3.80
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,80,3.80
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,114,3.80
47.237.10.1,2083,2083,true,SIN,Asia Pacific,Singapore,84,3.78
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,55,3.77
8.219.78.188,2087,2087,true,SIN,Asia Pacific,Singapore,64,3.77
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,10,3.76
8.210.203.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,3.74
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,13,3.74
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,3.73
8.219.193.202,443,443,true,SIN,Asia Pacific,Singapore,78,3.73
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,76,3.72
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,8,3.72
47.245.114.163,2096,2096,true,SIN,Asia Pacific,Singapore,12,3.71
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,166,3.71
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,33,3.69
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,56,3.68
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,27,3.66
47.237.10.1,2087,2087,true,SIN,Asia Pacific,Singapore,89,3.66
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,3.66
47.236.130.95,8443,8443,true,SIN,Asia Pacific,Singapore,100,3.65
47.236.102.102,2087,2087,true,SIN,Asia Pacific,Singapore,84,3.64
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,67,3.63
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,3.63
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,63,3.62
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,42,3.61
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,92,3.60
8.217.90.154,443,443,true,HKG,Asia Pacific,Hong Kong,34,3.60
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,58,3.59
8.219.51.211,2083,2083,true,SIN,Asia Pacific,Singapore,51,3.58
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,3.58
47.237.11.182,2053,2053,true,SIN,Asia Pacific,Singapore,82,3.58
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,24,3.58
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,48,3.58
47.236.87.246,2083,2083,true,SIN,Asia Pacific,Singapore,59,3.57
8.218.243.95,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,3.56
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,3.56
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,3.56
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,94,3.55
47.236.97.90,2083,2083,true,SIN,Asia Pacific,Singapore,49,3.55
8.219.100.168,8443,8443,true,SIN,Asia Pacific,Singapore,70,3.54
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,102,3.54
47.245.102.52,2087,2087,true,SIN,Asia Pacific,Singapore,46,3.53
8.209.68.41,443,443,true,FRA,Europe,Frankfurt,277,3.52
47.236.237.90,2087,2087,true,SIN,Asia Pacific,Singapore,63,3.52
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,136,3.52
8.218.18.132,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,3.50
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,74,3.49
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,45,3.48
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,63,3.47
47.237.11.182,2096,2096,true,SIN,Asia Pacific,Singapore,116,3.47
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,100,3.45
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,95,3.43
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,19,3.42
47.236.17.193,8443,8443,true,SIN,Asia Pacific,Singapore,59,3.42
47.237.10.1,2096,2096,true,SIN,Asia Pacific,Singapore,148,3.41
8.219.78.1,8443,8443,true,SIN,Asia Pacific,Singapore,82,3.41
47.76.178.146,443,443,true,HKG,Asia Pacific,Hong Kong,46,3.41
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,3.41
8.219.51.211,443,443,true,SIN,Asia Pacific,Singapore,105,3.41
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,62,3.40
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,3.40
47.243.173.187,443,443,true,HKG,Asia Pacific,Hong Kong,53,3.38
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,24,3.37
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,147,3.35
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,181,3.34
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,141,3.33
8.222.181.117,2087,2087,true,SIN,Asia Pacific,Singapore,78,3.33
8.217.251.62,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,3.33
8.219.111.175,2083,2083,true,SIN,Asia Pacific,Singapore,148,3.33
8.219.103.65,2087,2087,true,SIN,Asia Pacific,Singapore,115,3.32
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,34,3.31
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,111,3.29
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,89,3.29
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,122,3.29
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,91,3.29
8.218.222.36,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,3.28
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,3.27
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,47,3.27
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,3.26
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,3.25
8.218.142.253,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,3.24
47.236.93.176,2083,2083,true,SIN,Asia Pacific,Singapore,48,3.24
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,6,3.23
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,3.23
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,190,3.21
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,70,3.20
47.237.14.220,2087,2087,true,SIN,Asia Pacific,Singapore,87,3.20
47.243.90.180,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,3.20
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,84,3.18
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,70,3.18
47.243.90.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,3.18
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,82,3.17
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,50,3.17
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,85,3.17
47.236.174.206,2096,2096,true,SIN,Asia Pacific,Singapore,71,3.16
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,3.16
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,30,3.15
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,55,3.15
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,22,3.13
8.219.83.71,2096,2096,true,SIN,Asia Pacific,Singapore,98,3.12
8.219.202.130,8443,8443,true,SIN,Asia Pacific,Singapore,90,3.12
47.237.0.31,2083,2083,true,SIN,Asia Pacific,Singapore,124,3.11
8.210.34.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,35,3.11
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,3.11
8.210.21.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,3.10
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,76,3.09
47.236.93.176,2087,2087,true,SIN,Asia Pacific,Singapore,126,3.08
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,68,3.07
8.219.104.37,2096,2096,true,SIN,Asia Pacific,Singapore,92,3.06
47.236.237.90,8443,8443,true,SIN,Asia Pacific,Singapore,117,3.06
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,15,3.05
47.236.237.90,8443,8443,true,SIN,Asia Pacific,Singapore,46,3.05
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,98,3.04
47.243.90.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,110,3.04
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,4,3.03
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,100,3.03
47.76.80.72,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,3.02
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,47,3.01
8.210.66.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,3.01
47.251.74.226,443,443,true,LAX,North America,Los Angeles,207,3.01
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,57,2.99
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,2.97
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,2.97
8.218.85.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,103,2.96
8.210.34.188,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,2.95
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,96,2.94
47.76.146.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,2.93
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,60,2.93
47.245.102.52,2083,2083,true,SIN,Asia Pacific,Singapore,38,2.93
47.236.205.188,2083,2083,true,SIN,Asia Pacific,Singapore,62,2.92
8.218.74.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,2.91
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,2.89
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,67,2.88
47.237.14.220,2053,2053,true,SIN,Asia Pacific,Singapore,54,2.87
47.237.81.112,2083,2083,true,SIN,Asia Pacific,Singapore,61,2.87
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,71,2.87
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,102,2.87
47.236.158.158,2096,2096,true,SIN,Asia Pacific,Singapore,139,2.85
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,2.85
8.218.142.253,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,2.85
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,2.84
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,98,2.84
8.219.11.158,8443,8443,true,SIN,Asia Pacific,Singapore,61,2.84
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,37,2.84
8.219.174.142,2053,2053,true,SIN,Asia Pacific,Singapore,86,2.84
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,76,2.83
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,41,2.83
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,2.83
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,68,2.82
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,83,2.81
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,18,2.80
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,2.80
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,60,2.77
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,80,2.77
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,51,2.77
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,53,2.76
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,118,2.76
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,133,2.74
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,50,2.74
8.209.97.195,443,443,true,FRA,Europe,Frankfurt,306,2.73
8.219.200.145,8443,8443,true,SIN,Asia Pacific,Singapore,160,2.73
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,41,2.72
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,2.72
47.245.102.52,8443,8443,true,SIN,Asia Pacific,Singapore,53,2.70
8.218.22.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,2.70
47.236.237.90,2053,2053,true,SIN,Asia Pacific,Singapore,88,2.70
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,5,2.70
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,32,2.69
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,86,2.68
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,77,2.68
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,86,2.68
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,2.67
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,70,2.66
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,2.63
47.76.204.76,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,2.63
47.245.102.52,2053,2053,true,SIN,Asia Pacific,Singapore,66,2.62
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,2.61
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,108,2.61
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,58,2.61
47.245.102.52,8443,8443,true,SIN,Asia Pacific,Singapore,6,2.60
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,92,2.59
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,72,2.58
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,2.58
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,2.56
47.245.102.52,2083,2083,true,SIN,Asia Pacific,Singapore,59,2.55
8.219.124.227,2053,2053,true,SIN,Asia Pacific,Singapore,124,2.53
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,15,2.53
8.218.122.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,2.52
8.222.174.108,2083,2083,true,SIN,Asia Pacific,Singapore,88,2.51
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,2.50
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,70,2.50
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,2.50
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,78,2.50
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,2.49
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,100,2.48
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,157,2.47
47.90.141.204,443,443,true,LAX,North America,Los Angeles,303,2.46
47.237.14.220,2083,2083,true,SIN,Asia Pacific,Singapore,33,2.46
8.222.215.228,8443,8443,true,SIN,Asia Pacific,Singapore,63,2.43
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,119,2.38
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,2.38
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,2.37
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,16,2.37
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,2.37
47.243.206.150,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,2.36
47.76.204.76,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,2.35
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,39,2.32
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,2.29
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,79,2.29
8.218.85.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,2.27
8.218.122.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,2.27
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,94,2.27
47.237.81.112,8443,8443,true,SIN,Asia Pacific,Singapore,110,2.26
47.76.159.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,2.26
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,76,2.21
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,49,2.20
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,145,2.19
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,2.18
