IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.89.163.70,443,443,true,FRA,Europe,Frankfurt,261,2.39
34.107.122.127,443,443,true,FRA,Europe,Frankfurt,327,2.36
34.141.41.41,443,443,true,FRA,Europe,Frankfurt,280,2.33
34.65.176.142,443,443,true,FRA,Europe,Frankfurt,272,2.31
34.91.175.54,443,443,true,FRA,Europe,Frankfurt,259,2.27
35.204.143.167,443,443,true,FRA,Europe,Frankfurt,258,2.26
34.107.14.208,443,443,true,FRA,Europe,Frankfurt,346,2.26
35.204.114.133,443,443,true,FRA,Europe,Frankfurt,270,2.25
34.154.255.214,443,443,true,FRA,Europe,Frankfurt,299,2.19
34.107.49.193,443,443,true,FRA,Europe,Frankfurt,312,2.18
34.154.245.132,443,443,true,FRA,Europe,Frankfurt,288,2.15
34.32.181.239,443,443,true,FRA,Europe,Frankfurt,305,2.15
34.65.247.9,443,443,true,FRA,Europe,Frankfurt,301,2.10
34.65.231.107,443,443,true,FRA,Europe,Frankfurt,296,1.99
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,301,1.94
34.118.67.148,443,443,true,FRA,Europe,Frankfurt,341,1.87
34.141.187.2,443,443,true,FRA,Europe,Frankfurt,301,1.85
34.65.219.21,443,443,true,FRA,Europe,Frankfurt,296,1.79
34.89.163.70,443,443,true,FRA,Europe,Frankfurt,250,1.74
35.204.64.59,443,443,true,FRA,Europe,Frankfurt,297,1.72
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,60,1.70
34.90.137.249,443,443,true,FRA,Europe,Frankfurt,304,1.62
34.89.241.164,443,443,true,FRA,Europe,Frankfurt,277,1.61
34.154.150.103,443,443,true,FRA,Europe,Frankfurt,269,1.60
34.90.191.52,443,443,true,FRA,Europe,Frankfurt,270,1.55
34.90.210.245,443,443,true,FRA,Europe,Frankfurt,260,1.53
34.91.27.34,443,443,true,FRA,Europe,Frankfurt,309,1.53
34.91.254.161,443,443,true,FRA,Europe,Frankfurt,261,1.52
34.91.254.161,443,443,true,FRA,Europe,Frankfurt,292,1.51
34.159.155.122,443,443,true,FRA,Europe,Frankfurt,305,1.50
34.91.109.181,443,443,true,FRA,Europe,Frankfurt,337,1.49
34.116.172.212,443,443,true,FRA,Europe,Frankfurt,394,1.49
34.89.241.113,443,443,true,FRA,Europe,Frankfurt,274,1.48
34.116.157.9,443,443,true,FRA,Europe,Frankfurt,331,1.44
34.141.119.254,443,443,true,FRA,Europe,Frankfurt,305,1.35
34.118.57.162,443,443,true,FRA,Europe,Frankfurt,327,1.27
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,381,1.21
34.141.15.247,443,443,true,FRA,Europe,Frankfurt,302,1.18
34.116.238.23,443,443,true,FRA,Europe,Frankfurt,312,1.13
34.141.242.242,443,443,true,FRA,Europe,Frankfurt,298,1.04
34.116.204.182,443,443,true,FRA,Europe,Frankfurt,355,0.97
34.65.176.142,443,443,true,FRA,Europe,Frankfurt,312,0.95
34.91.198.247,443,443,true,FRA,Europe,Frankfurt,303,0.94
34.116.216.92,443,443,true,FRA,Europe,Frankfurt,309,0.92
34.116.253.105,443,443,true,FRA,Europe,Frankfurt,340,0.82
34.107.29.33,443,443,true,FRA,Europe,Frankfurt,271,0.75
34.141.206.82,443,443,true,FRA,Europe,Frankfurt,302,0.74
35.246.245.194,443,443,true,FRA,Europe,Frankfurt,307,0.73
34.154.56.153,443,443,true,FRA,Europe,Frankfurt,282,0.69
34.65.247.9,443,443,true,FRA,Europe,Frankfurt,301,0.64
34.85.128.43,443,443,true,IAD,North America,Ashburn,213,0.62
35.186.170.241,443,443,true,IAD,North America,Ashburn,317,0.62
34.118.107.128,443,443,true,FRA,Europe,Frankfurt,315,0.60
34.65.231.107,443,443,true,FRA,Europe,Frankfurt,285,0.58
34.154.101.92,443,443,true,FRA,Europe,Frankfurt,265,0.57
34.116.128.251,443,443,true,FRA,Europe,Frankfurt,311,0.57
34.90.137.249,443,443,true,FRA,Europe,Frankfurt,302,0.56
34.150.233.190,443,443,true,IAD,North America,Ashburn,213,0.55
34.154.134.243,443,443,true,FRA,Europe,Frankfurt,291,0.54
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,276,0.52
34.116.243.138,443,443,true,FRA,Europe,Frankfurt,366,0.48
34.116.253.105,443,443,true,FRA,Europe,Frankfurt,365,0.47
34.85.128.43,443,443,true,IAD,North America,Ashburn,262,0.47
34.118.63.214,443,443,true,FRA,Europe,Frankfurt,354,0.47
34.91.27.34,443,443,true,FRA,Europe,Frankfurt,305,0.46
34.65.241.150,443,443,true,FRA,Europe,Frankfurt,290,0.45
34.90.191.52,443,443,true,FRA,Europe,Frankfurt,313,0.45
34.65.15.16,443,443,true,FRA,Europe,Frankfurt,289,0.43
34.118.96.126,443,443,true,FRA,Europe,Frankfurt,340,0.43
34.118.99.186,443,443,true,FRA,Europe,Frankfurt,336,0.41
34.65.231.107,443,443,true,FRA,Europe,Frankfurt,313,0.41
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,93,0.40
34.86.193.161,443,443,true,IAD,North America,Ashburn,210,0.39
34.116.204.182,443,443,true,FRA,Europe,Frankfurt,323,0.39
35.236.217.105,443,443,true,IAD,North America,Ashburn,331,0.38
34.154.107.220,443,443,true,FRA,Europe,Frankfurt,295,0.38
34.86.193.161,443,443,true,IAD,North America,Ashburn,245,0.38
34.86.193.161,443,443,true,IAD,North America,Ashburn,228,0.37
34.65.208.108,443,443,true,FRA,Europe,Frankfurt,276,0.37
34.48.102.73,443,443,true,IAD,North America,Ashburn,212,0.37
34.65.52.186,443,443,true,FRA,Europe,Frankfurt,294,0.37
34.150.233.190,443,443,true,IAD,North America,Ashburn,212,0.36
34.90.132.114,443,443,true,FRA,Europe,Frankfurt,279,0.35
34.32.156.13,443,443,true,FRA,Europe,Frankfurt,279,0.35
35.204.184.146,443,443,true,FRA,Europe,Frankfurt,322,0.35
35.246.195.29,443,443,true,FRA,Europe,Frankfurt,326,0.32
34.154.51.175,443,443,true,FRA,Europe,Frankfurt,295,0.31
34.107.80.187,443,443,true,FRA,Europe,Frankfurt,341,0.30
34.65.78.31,443,443,true,FRA,Europe,Frankfurt,307,0.30
34.118.63.214,443,443,true,FRA,Europe,Frankfurt,375,0.30
34.116.157.9,443,443,true,FRA,Europe,Frankfurt,317,0.29
34.118.21.191,443,443,true,FRA,Europe,Frankfurt,376,0.29
34.154.75.218,443,443,true,FRA,Europe,Frankfurt,275,0.26
35.198.72.54,443,443,true,FRA,Europe,Frankfurt,303,0.25
34.48.102.73,443,443,true,IAD,North America,Ashburn,250,0.23
34.107.50.26,443,443,true,FRA,Europe,Frankfurt,270,0.23
34.154.88.6,443,443,true,FRA,Europe,Frankfurt,283,0.22
34.65.241.150,443,443,true,FRA,Europe,Frankfurt,304,0.22
34.65.245.221,443,443,true,FRA,Europe,Frankfurt,299,0.22
34.65.245.221,443,443,true,FRA,Europe,Frankfurt,313,0.20
34.91.27.34,443,443,true,FRA,Europe,Frankfurt,300,0.20
34.65.52.186,443,443,true,FRA,Europe,Frankfurt,295,0.20
34.154.171.104,443,443,true,FRA,Europe,Frankfurt,262,0.19
34.89.134.176,443,443,true,FRA,Europe,Frankfurt,306,0.19
34.154.149.13,443,443,true,FRA,Europe,Frankfurt,303,0.18
34.118.107.144,443,443,true,FRA,Europe,Frankfurt,308,0.18
34.65.231.107,443,443,true,FRA,Europe,Frankfurt,300,0.17
34.154.213.128,443,443,true,FRA,Europe,Frankfurt,295,0.16
34.118.81.8,443,443,true,FRA,Europe,Frankfurt,285,0.15
34.91.199.198,443,443,true,FRA,Europe,Frankfurt,302,0.15
34.116.248.118,443,443,true,FRA,Europe,Frankfurt,276,0.13
34.90.132.114,443,443,true,FRA,Europe,Frankfurt,290,0.13
34.154.11.145,443,443,true,FRA,Europe,Frankfurt,286,0.12
34.116.246.150,443,443,true,FRA,Europe,Frankfurt,337,0.12
34.118.19.99,443,443,true,FRA,Europe,Frankfurt,289,0.12
34.116.156.200,443,443,true,FRA,Europe,Frankfurt,322,0.12
34.154.150.96,443,443,true,FRA,Europe,Frankfurt,309,0.12
34.118.89.90,443,443,true,FRA,Europe,Frankfurt,344,0.11
34.65.247.9,443,443,true,FRA,Europe,Frankfurt,307,0.11
34.91.108.244,443,443,true,FRA,Europe,Frankfurt,313,0.11
34.154.187.9,443,443,true,FRA,Europe,Frankfurt,272,0.09
34.154.231.167,443,443,true,FRA,Europe,Frankfurt,291,0.09
34.118.49.212,443,443,true,FRA,Europe,Frankfurt,308,0.08
34.107.50.26,443,443,true,FRA,Europe,Frankfurt,377,0.08
34.65.176.196,443,443,true,FRA,Europe,Frankfurt,282,0.08
34.118.88.129,443,443,true,FRA,Europe,Frankfurt,289,0.08
34.118.90.144,443,443,true,FRA,Europe,Frankfurt,311,0.08
34.116.228.159,443,443,true,FRA,Europe,Frankfurt,316,0.06
34.154.113.154,443,443,true,FRA,Europe,Frankfurt,305,0.06
34.116.156.200,443,443,true,FRA,Europe,Frankfurt,378,0.06
34.154.175.185,443,443,true,FRA,Europe,Frankfurt,345,0.06
34.116.244.60,443,443,true,FRA,Europe,Frankfurt,369,0.06
34.118.96.176,443,443,true,FRA,Europe,Frankfurt,315,0.05
34.141.112.83,443,443,true,FRA,Europe,Frankfurt,301,0.04
34.65.245.221,443,443,true,FRA,Europe,Frankfurt,289,0.04
34.154.215.60,443,443,true,FRA,Europe,Frankfurt,281,0.04
34.65.176.196,443,443,true,FRA,Europe,Frankfurt,300,0.04
34.65.146.53,443,443,true,FRA,Europe,Frankfurt,276,0.03
34.154.252.49,443,443,true,FRA,Europe,Frankfurt,302,0.03
35.246.209.243,443,443,true,FRA,Europe,Frankfurt,302,0.01
34.34.31.161,443,443,true,FRA,Europe,Frankfurt,306,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,155,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,155,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,5,0.00
35.241.49.199,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,15,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
34.110.227.66,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
34.110.234.120,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
35.244.181.58,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
34.110.227.66,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
34.120.58.14,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,48,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,62,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,63,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,73,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,73,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,76,0.00
34.36.183.121,80,80,false,SIN,Asia Pacific,Singapore,96,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,443,443,true,SEA,North America,Seattle,157,0.00
34.82.246.216,80,80,false,SEA,North America,Seattle,158,0.00
34.82.246.216,80,80,false,SEA,North America,Seattle,158,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,158,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,158,0.00
34.82.246.216,80,80,false,SEA,North America,Seattle,158,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,159,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,159,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,160,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,161,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,165,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,177,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,184,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,185,0.00
34.175.168.99,2083,80,false,MAD,Europe,Madrid,188,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,188,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,188,0.00
34.175.133.251,2096,80,false,MAD,Europe,Madrid,188,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2083,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2052,80,false,MAD,Europe,Madrid,189,0.00
34.175.161.245,2082,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2086,80,false,MAD,Europe,Madrid,189,0.00
34.175.168.99,2087,80,false,MAD,Europe,Madrid,189,0.00
34.175.244.157,2087,80,false,MAD,Europe,Madrid,189,0.00
34.175.244.157,2052,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,189,0.00
34.175.95.58,2087,80,false,MAD,Europe,Madrid,189,0.00
34.175.161.245,2095,80,false,MAD,Europe,Madrid,190,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,190,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,190,0.00
34.175.244.157,2053,80,false,MAD,Europe,Madrid,190,0.00
34.175.244.157,2083,80,false,MAD,Europe,Madrid,190,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,190,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,190,0.00
34.175.161.245,2052,80,false,MAD,Europe,Madrid,190,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,190,0.00
34.175.244.157,2095,80,false,MAD,Europe,Madrid,190,0.00
34.175.95.58,2052,80,false,MAD,Europe,Madrid,190,0.00
34.175.168.99,2082,80,false,MAD,Europe,Madrid,190,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,191,0.00
34.175.161.245,2096,80,false,MAD,Europe,Madrid,191,0.00
34.175.161.245,2083,80,false,MAD,Europe,Madrid,191,0.00
34.175.244.157,2086,80,false,MAD,Europe,Madrid,191,0.00
34.175.7.231,2082,80,false,MAD,Europe,Madrid,191,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,191,0.00
34.175.99.73,2082,80,false,MAD,Europe,Madrid,192,0.00
34.175.161.245,2086,80,false,MAD,Europe,Madrid,193,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,194,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,194,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,195,0.00
34.140.239.154,2095,80,false,CDG,Europe,Paris,196,0.00
34.140.239.154,2052,80,false,CDG,Europe,Paris,196,0.00
34.140.239.154,2053,80,false,CDG,Europe,Paris,196,0.00
34.140.239.154,2083,80,false,CDG,Europe,Paris,197,0.00
34.140.239.154,2086,80,false,CDG,Europe,Paris,197,0.00
34.140.239.154,2087,80,false,CDG,Europe,Paris,197,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,197,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,197,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,197,0.00
34.175.244.157,2096,80,false,MAD,Europe,Madrid,197,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,197,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,198,0.00
34.175.161.245,2053,80,false,MAD,Europe,Madrid,198,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,198,0.00
34.175.244.157,2082,80,false,MAD,Europe,Madrid,198,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,198,0.00
34.175.161.245,2087,80,false,MAD,Europe,Madrid,198,0.00
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,198,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,199,0.00
34.140.239.154,2096,80,false,CDG,Europe,Paris,199,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,199,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,199,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,200,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,200,0.00
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,200,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,200,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,200,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,200,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,201,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,201,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,202,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,203,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,203,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,203,0.00
34.31.28.38,8080,80,false,ORD,North America,Chicago,206,0.00
34.31.28.38,8080,80,false,ORD,North America,Chicago,206,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,207,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,207,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,208,0.00
34.70.91.86,443,443,true,ORD,North America,Chicago,208,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,208,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,210,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,210,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,210,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,211,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,211,0.00
34.140.239.154,2082,80,false,CDG,Europe,Paris,211,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,215,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,217,0.00
